REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2026/02/01 00:05:00,4718.63,47.06,TRADE
VIC1,2026/02/01 00:10:00,4676.96,54.34,TRADE
VIC1,2026/02/01 00:15:00,4636.04,19.18,TRADE
VIC1,2026/02/01 00:20:00,4543.29,19.18,TRADE
VIC1,2026/02/01 00:25:00,4585.41,15.18,TRADE
VIC1,2026/02/01 00:30:00,4493.71,53.67,TRADE
VIC1,2026/02/01 00:35:00,4528.02,15.54,TRADE
VIC1,2026/02/01 00:40:00,4486.41,35.94,TRADE
VIC1,2026/02/01 00:45:00,4402.4,12.71,TRADE
VIC1,2026/02/01 00:50:00,4392.03,19.61,TRADE
VIC1,2026/02/01 00:55:00,4419.08,35.94,TRADE
VIC1,2026/02/01 01:00:00,4406.59,55.56,TRADE
VIC1,2026/02/01 01:05:00,4457.36,38.98,TRADE
VIC1,2026/02/01 01:10:00,4326.9,35.94,TRADE
VIC1,2026/02/01 01:15:00,4383.93,35.94,TRADE
VIC1,2026/02/01 01:20:00,4272.29,35.94,TRADE
VIC1,2026/02/01 01:25:00,4248.72,54.29,TRADE
VIC1,2026/02/01 01:30:00,4245.44,35.94,TRADE
VIC1,2026/02/01 01:35:00,4188.19,55.56,TRADE
VIC1,2026/02/01 01:40:00,4178.44,19.18,TRADE
VIC1,2026/02/01 01:45:00,4174.43,35.16,TRADE
VIC1,2026/02/01 01:50:00,4174.13,19.18,TRADE
VIC1,2026/02/01 01:55:00,4182.29,19.18,TRADE
VIC1,2026/02/01 02:00:00,4133.6,19.18,TRADE
VIC1,2026/02/01 02:05:00,4134.51,22.62,TRADE
VIC1,2026/02/01 02:10:00,4128.71,35.94,TRADE
VIC1,2026/02/01 02:15:00,4128.21,35.94,TRADE
VIC1,2026/02/01 02:20:00,4136.48,12.71,TRADE
VIC1,2026/02/01 02:25:00,4077.59,19.18,TRADE
VIC1,2026/02/01 02:30:00,4089.15,35.94,TRADE
VIC1,2026/02/01 02:35:00,4089.68,21.53,TRADE
VIC1,2026/02/01 02:40:00,4093.09,55.56,TRADE
VIC1,2026/02/01 02:45:00,4076.51,19.18,TRADE
VIC1,2026/02/01 02:50:00,4018.23,33.82,TRADE
VIC1,2026/02/01 02:55:00,4053.25,35.94,TRADE
VIC1,2026/02/01 03:00:00,4051.36,12.71,TRADE
VIC1,2026/02/01 03:05:00,3992.93,40.88,TRADE
VIC1,2026/02/01 03:10:00,4024.19,35.94,TRADE
VIC1,2026/02/01 03:15:00,4021.03,35.94,TRADE
VIC1,2026/02/01 03:20:00,4035.24,35.94,TRADE
VIC1,2026/02/01 03:25:00,4026.63,35.94,TRADE
VIC1,2026/02/01 03:30:00,4042.73,40.68,TRADE
VIC1,2026/02/01 03:35:00,4036.07,12.71,TRADE
VIC1,2026/02/01 03:40:00,4003.27,35.94,TRADE
VIC1,2026/02/01 03:45:00,4037.33,35.94,TRADE
VIC1,2026/02/01 03:50:00,4010.51,35.94,TRADE
VIC1,2026/02/01 03:55:00,4012.18,35.94,TRADE
VIC1,2026/02/01 04:00:00,4007.99,24.60,TRADE
VIC1,2026/02/01 04:05:00,4064.81,35.94,TRADE
VIC1,2026/02/01 04:10:00,4116.38,35.94,TRADE
VIC1,2026/02/01 04:15:00,4116.29,24.72,TRADE
VIC1,2026/02/01 04:20:00,3991.8,1.45,TRADE
VIC1,2026/02/01 04:25:00,3911.38,12.71,TRADE
VIC1,2026/02/01 04:30:00,3873.02,8.95,TRADE
VIC1,2026/02/01 04:35:00,3911.83,12.71,TRADE
VIC1,2026/02/01 04:40:00,3923.61,33.92,TRADE
VIC1,2026/02/01 04:45:00,3962.64,19.18,TRADE
VIC1,2026/02/01 04:50:00,3951.08,19.18,TRADE
VIC1,2026/02/01 04:55:00,3963.7,19.18,TRADE
VIC1,2026/02/01 05:00:00,4000.06,19.18,TRADE
VIC1,2026/02/01 05:05:00,3988.75,19.18,TRADE
VIC1,2026/02/01 05:10:00,4020.47,19.18,TRADE
VIC1,2026/02/01 05:15:00,4024.15,12.71,TRADE
VIC1,2026/02/01 05:20:00,3994.26,12.71,TRADE
VIC1,2026/02/01 05:25:00,4036.05,12.74,TRADE
VIC1,2026/02/01 05:30:00,4034.28,12.71,TRADE
VIC1,2026/02/01 05:35:00,4023.46,12.71,TRADE
VIC1,2026/02/01 05:40:00,4100.71,19.18,TRADE
VIC1,2026/02/01 05:45:00,4049.85,12.71,TRADE
VIC1,2026/02/01 05:50:00,4022.44,12.71,TRADE
VIC1,2026/02/01 05:55:00,3996.69,12.91,TRADE
VIC1,2026/02/01 06:00:00,3985.71,12.71,TRADE
VIC1,2026/02/01 06:05:00,3974.77,19.18,TRADE
VIC1,2026/02/01 06:10:00,3991.6,19.18,TRADE
VIC1,2026/02/01 06:15:00,4014.13,19.18,TRADE
VIC1,2026/02/01 06:20:00,4005.83,35.94,TRADE
VIC1,2026/02/01 06:25:00,4123.79,37.79,TRADE
VIC1,2026/02/01 06:30:00,4087.99,35.94,TRADE
VIC1,2026/02/01 06:35:00,4027.52,35.94,TRADE
VIC1,2026/02/01 06:40:00,4091.91,35.94,TRADE
VIC1,2026/02/01 06:45:00,4065.94,28.32,TRADE
VIC1,2026/02/01 06:50:00,4054.55,28.68,TRADE
VIC1,2026/02/01 06:55:00,3990.59,25.26,TRADE
VIC1,2026/02/01 07:00:00,3996.96,19.18,TRADE
VIC1,2026/02/01 07:05:00,4019.97,47,TRADE
VIC1,2026/02/01 07:10:00,4025.46,47.24,TRADE
VIC1,2026/02/01 07:15:00,3994.47,47.22,TRADE
VIC1,2026/02/01 07:20:00,4006.66,47.09,TRADE
VIC1,2026/02/01 07:25:00,4062.54,35.94,TRADE
VIC1,2026/02/01 07:30:00,3918.99,25.14,TRADE
VIC1,2026/02/01 07:35:00,3979.1,35.94,TRADE
VIC1,2026/02/01 07:40:00,3946.35,47.93,TRADE
VIC1,2026/02/01 07:45:00,3859.19,47.28,TRADE
VIC1,2026/02/01 07:50:00,3883.56,46.40,TRADE
VIC1,2026/02/01 07:55:00,3898.82,11.19,TRADE
VIC1,2026/02/01 08:00:00,3803.31,-1.11,TRADE
VIC1,2026/02/01 08:05:00,3708.52,-5,TRADE
VIC1,2026/02/01 08:10:00,3677.54,-2,TRADE
VIC1,2026/02/01 08:15:00,3603.46,-5.78,TRADE
VIC1,2026/02/01 08:20:00,3484.75,-6.75,TRADE
VIC1,2026/02/01 08:25:00,3489.43,-6.60,TRADE
VIC1,2026/02/01 08:30:00,3483.09,-6.75,TRADE
VIC1,2026/02/01 08:35:00,3356.25,-6.66,TRADE
VIC1,2026/02/01 08:40:00,3309.06,-6.60,TRADE
VIC1,2026/02/01 08:45:00,3239.76,-6.60,TRADE
VIC1,2026/02/01 08:50:00,3265.11,-6.76,TRADE
VIC1,2026/02/01 08:55:00,3262.38,-6.60,TRADE
VIC1,2026/02/01 09:00:00,3253.07,-6.50,TRADE
VIC1,2026/02/01 09:05:00,3115.27,-6.76,TRADE
VIC1,2026/02/01 09:10:00,3101.51,-7.02,TRADE
VIC1,2026/02/01 09:15:00,3042.44,-6.76,TRADE
VIC1,2026/02/01 09:20:00,3122.81,-6.75,TRADE
VIC1,2026/02/01 09:25:00,3055.76,-7.17,TRADE
VIC1,2026/02/01 09:30:00,3082.5,-7.25,TRADE
VIC1,2026/02/01 09:35:00,2966.12,-7.79,TRADE
VIC1,2026/02/01 09:40:00,2962.53,-8.41,TRADE
VIC1,2026/02/01 09:45:00,2976.57,-7.45,TRADE
VIC1,2026/02/01 09:50:00,2841,-15.42,TRADE
VIC1,2026/02/01 09:55:00,2889.02,-9.23,TRADE
VIC1,2026/02/01 10:00:00,2825.34,-15.42,TRADE
VIC1,2026/02/01 10:05:00,2988.68,-8.62,TRADE
VIC1,2026/02/01 10:10:00,3099.08,-8.43,TRADE
VIC1,2026/02/01 10:15:00,3057.37,-9.23,TRADE
VIC1,2026/02/01 10:20:00,3059.73,-15.42,TRADE
VIC1,2026/02/01 10:25:00,2996.51,-33.58,TRADE
VIC1,2026/02/01 10:30:00,2918.86,-39.48,TRADE
VIC1,2026/02/01 10:35:00,2953.82,-22.60,TRADE
VIC1,2026/02/01 10:40:00,2737.96,-20,TRADE
VIC1,2026/02/01 10:45:00,2719.89,-48.67,TRADE
VIC1,2026/02/01 10:50:00,2644.69,-42.21,TRADE
VIC1,2026/02/01 10:55:00,2525.31,-50.09,TRADE
VIC1,2026/02/01 11:00:00,2464.23,-56.08,TRADE
VIC1,2026/02/01 11:05:00,2425.51,-36.10,TRADE
VIC1,2026/02/01 11:10:00,2303.2,-50.11,TRADE
VIC1,2026/02/01 11:15:00,2312.64,-36.10,TRADE
VIC1,2026/02/01 11:20:00,2294.75,-47.69,TRADE
VIC1,2026/02/01 11:25:00,2293,-50.11,TRADE
VIC1,2026/02/01 11:30:00,2345.14,-36.10,TRADE
VIC1,2026/02/01 11:35:00,2320.04,-60,TRADE
VIC1,2026/02/01 11:40:00,2504.72,-33.58,TRADE
VIC1,2026/02/01 11:45:00,2435.92,-43.29,TRADE
VIC1,2026/02/01 11:50:00,2446.02,-49.69,TRADE
VIC1,2026/02/01 11:55:00,2536.59,-47.69,TRADE
VIC1,2026/02/01 12:00:00,2561.69,-48.67,TRADE
VIC1,2026/02/01 12:05:00,2550.99,-50.01,TRADE
VIC1,2026/02/01 12:10:00,2402.51,-60,TRADE
VIC1,2026/02/01 12:15:00,2419.56,-50.01,TRADE
VIC1,2026/02/01 12:20:00,2481.29,-43.92,TRADE
VIC1,2026/02/01 12:25:00,2552.89,-44.26,TRADE
VIC1,2026/02/01 12:30:00,2527.64,-56,TRADE
VIC1,2026/02/01 12:35:00,2480.78,-55.79,TRADE
VIC1,2026/02/01 12:40:00,2543.68,-59.46,TRADE
VIC1,2026/02/01 12:45:00,2528,-59.46,TRADE
VIC1,2026/02/01 12:50:00,2614.6,-50.11,TRADE
VIC1,2026/02/01 12:55:00,2753.55,-50.01,TRADE
VIC1,2026/02/01 13:00:00,2877.24,-48.67,TRADE
VIC1,2026/02/01 13:05:00,2928.85,-50.01,TRADE
VIC1,2026/02/01 13:10:00,2934.95,-50.01,TRADE
VIC1,2026/02/01 13:15:00,2975.77,-43.92,TRADE
VIC1,2026/02/01 13:20:00,2973.78,-50.01,TRADE
VIC1,2026/02/01 13:25:00,2986.59,-50.01,TRADE
VIC1,2026/02/01 13:30:00,2960.47,-49.84,TRADE
VIC1,2026/02/01 13:35:00,3029.56,-55.35,TRADE
VIC1,2026/02/01 13:40:00,3121.33,-48.67,TRADE
VIC1,2026/02/01 13:45:00,3095.42,-48.67,TRADE
VIC1,2026/02/01 13:50:00,3011.78,-43.60,TRADE
VIC1,2026/02/01 13:55:00,3113.8,-47.69,TRADE
VIC1,2026/02/01 14:00:00,3214.08,-47.69,TRADE
VIC1,2026/02/01 14:05:00,3233.28,-27.53,TRADE
VIC1,2026/02/01 14:10:00,3244.06,-36.10,TRADE
VIC1,2026/02/01 14:15:00,3285,-20,TRADE
VIC1,2026/02/01 14:20:00,3164.01,-19.99,TRADE
VIC1,2026/02/01 14:25:00,3251.74,-36.10,TRADE
VIC1,2026/02/01 14:30:00,3272.49,-33.58,TRADE
VIC1,2026/02/01 14:35:00,3240.72,-25,TRADE
VIC1,2026/02/01 14:40:00,3171.43,-36.10,TRADE
VIC1,2026/02/01 14:45:00,3196.14,-47.69,TRADE
VIC1,2026/02/01 14:50:00,3327.85,-20.37,TRADE
VIC1,2026/02/01 14:55:00,3376.87,-20.37,TRADE
VIC1,2026/02/01 15:00:00,3477.93,-18.80,TRADE
VIC1,2026/02/01 15:05:00,3522.35,-19.99,TRADE
VIC1,2026/02/01 15:10:00,3581.94,-27.53,TRADE
VIC1,2026/02/01 15:15:00,3575.1,-20.37,TRADE
VIC1,2026/02/01 15:20:00,3644.75,-27.53,TRADE
VIC1,2026/02/01 15:25:00,3546.18,-36.10,TRADE
VIC1,2026/02/01 15:30:00,3569.66,-27.53,TRADE
VIC1,2026/02/01 15:35:00,3507.51,-27.53,TRADE
VIC1,2026/02/01 15:40:00,3517.03,-33.58,TRADE
VIC1,2026/02/01 15:45:00,3465.95,-41.75,TRADE
VIC1,2026/02/01 15:50:00,3496.73,-27.53,TRADE
VIC1,2026/02/01 15:55:00,3513.13,-36.10,TRADE
VIC1,2026/02/01 16:00:00,3568.02,-32.55,TRADE
VIC1,2026/02/01 16:05:00,3588.53,-20.37,TRADE
VIC1,2026/02/01 16:10:00,3624.04,-20.37,TRADE
VIC1,2026/02/01 16:15:00,3720.14,-20,TRADE
VIC1,2026/02/01 16:20:00,3873.62,-20,TRADE
VIC1,2026/02/01 16:25:00,3949.74,-15.42,TRADE
VIC1,2026/02/01 16:30:00,4025.34,-15.42,TRADE
VIC1,2026/02/01 16:35:00,4088.84,-15.42,TRADE
VIC1,2026/02/01 16:40:00,4121.56,-15.42,TRADE
VIC1,2026/02/01 16:45:00,4127.99,-15.42,TRADE
VIC1,2026/02/01 16:50:00,4121.15,-15.42,TRADE
VIC1,2026/02/01 16:55:00,4114.04,-15.42,TRADE
VIC1,2026/02/01 17:00:00,4137.66,-15.42,TRADE
VIC1,2026/02/01 17:05:00,4076.57,-15.42,TRADE
VIC1,2026/02/01 17:10:00,4133.64,-15.42,TRADE
VIC1,2026/02/01 17:15:00,4200.93,-14.04,TRADE
VIC1,2026/02/01 17:20:00,4258.6,-9.23,TRADE
VIC1,2026/02/01 17:25:00,4313.58,-8.38,TRADE
VIC1,2026/02/01 17:30:00,4376.19,-8.10,TRADE
VIC1,2026/02/01 17:35:00,4492.45,-9.27,TRADE
VIC1,2026/02/01 17:40:00,4533.89,-9.23,TRADE
VIC1,2026/02/01 17:45:00,4604.59,-9.23,TRADE
VIC1,2026/02/01 17:50:00,4635.32,-9.23,TRADE
VIC1,2026/02/01 17:55:00,4596.14,-8.18,TRADE
VIC1,2026/02/01 18:00:00,4557.05,-9,TRADE
VIC1,2026/02/01 18:05:00,4647.05,-7.99,TRADE
VIC1,2026/02/01 18:10:00,4589.12,-8.27,TRADE
VIC1,2026/02/01 18:15:00,4612.75,-7.25,TRADE
VIC1,2026/02/01 18:20:00,4528.55,-7.99,TRADE
VIC1,2026/02/01 18:25:00,4464.3,-7.81,TRADE
VIC1,2026/02/01 18:30:00,4411.38,-7.59,TRADE
VIC1,2026/02/01 18:35:00,4494.19,-7.99,TRADE
VIC1,2026/02/01 18:40:00,4481.1,-7.61,TRADE
VIC1,2026/02/01 18:45:00,4583.75,-7,TRADE
VIC1,2026/02/01 18:50:00,4566.09,-7.25,TRADE
VIC1,2026/02/01 18:55:00,4621.91,-6.60,TRADE
VIC1,2026/02/01 19:00:00,4607.03,-6.60,TRADE
VIC1,2026/02/01 19:05:00,4677.72,-6.50,TRADE
VIC1,2026/02/01 19:10:00,4719.43,-6.50,TRADE
VIC1,2026/02/01 19:15:00,4745.38,-6.50,TRADE
VIC1,2026/02/01 19:20:00,4699.05,-6.38,TRADE
VIC1,2026/02/01 19:25:00,4737.16,-6.47,TRADE
VIC1,2026/02/01 19:30:00,4749.81,-1.10,TRADE
VIC1,2026/02/01 19:35:00,4789.77,-1.10,TRADE
VIC1,2026/02/01 19:40:00,4772.24,-1.10,TRADE
VIC1,2026/02/01 19:45:00,4774.1,-1.10,TRADE
VIC1,2026/02/01 19:50:00,4810.4,-1.10,TRADE
VIC1,2026/02/01 19:55:00,4767.85,-1.10,TRADE
VIC1,2026/02/01 20:00:00,4815.46,-1.10,TRADE
VIC1,2026/02/01 20:05:00,4823.94,0,TRADE
VIC1,2026/02/01 20:10:00,4788.09,0.01,TRADE
VIC1,2026/02/01 20:15:00,4701.14,0,TRADE
VIC1,2026/02/01 20:20:00,4676.45,0,TRADE
VIC1,2026/02/01 20:25:00,4718.71,0.01,TRADE
VIC1,2026/02/01 20:30:00,4650.48,0.01,TRADE
VIC1,2026/02/01 20:35:00,4670.48,0.01,TRADE
VIC1,2026/02/01 20:40:00,4606.71,4.03,TRADE
VIC1,2026/02/01 20:45:00,4609.03,0.10,TRADE
VIC1,2026/02/01 20:50:00,4624.45,8.95,TRADE
VIC1,2026/02/01 20:55:00,4654.01,9.15,TRADE
VIC1,2026/02/01 21:00:00,4615.06,8.95,TRADE
VIC1,2026/02/01 21:05:00,4491.69,4.03,TRADE
VIC1,2026/02/01 21:10:00,4461.21,7.96,TRADE
VIC1,2026/02/01 21:15:00,4423.51,9.30,TRADE
VIC1,2026/02/01 21:20:00,4481.06,9.46,TRADE
VIC1,2026/02/01 21:25:00,4442.74,8.95,TRADE
VIC1,2026/02/01 21:30:00,4402.75,8.95,TRADE
VIC1,2026/02/01 21:35:00,4423.77,8.95,TRADE
VIC1,2026/02/01 21:40:00,4389.3,8.95,TRADE
VIC1,2026/02/01 21:45:00,4397.44,8.95,TRADE
VIC1,2026/02/01 21:50:00,4395.28,8.95,TRADE
VIC1,2026/02/01 21:55:00,4322.72,0.01,TRADE
VIC1,2026/02/01 22:00:00,4226.38,0.01,TRADE
VIC1,2026/02/01 22:05:00,4208.98,0.15,TRADE
VIC1,2026/02/01 22:10:00,4222.9,0.01,TRADE
VIC1,2026/02/01 22:15:00,4263.37,4.03,TRADE
VIC1,2026/02/01 22:20:00,4268.26,8.86,TRADE
VIC1,2026/02/01 22:25:00,4282.62,8.25,TRADE
VIC1,2026/02/01 22:30:00,4263.05,8.95,TRADE
VIC1,2026/02/01 22:35:00,4226.45,8.25,TRADE
VIC1,2026/02/01 22:40:00,4198.77,0.01,TRADE
VIC1,2026/02/01 22:45:00,4115.74,0.01,TRADE
VIC1,2026/02/01 22:50:00,4142.6,0.01,TRADE
VIC1,2026/02/01 22:55:00,4131.09,4.03,TRADE
VIC1,2026/02/01 23:00:00,4188.51,8.25,TRADE
VIC1,2026/02/01 23:05:00,4217.77,8.95,TRADE
VIC1,2026/02/01 23:10:00,4360.82,12.71,TRADE
VIC1,2026/02/01 23:15:00,4432.96,22.35,TRADE
VIC1,2026/02/01 23:20:00,4442.12,12.71,TRADE
VIC1,2026/02/01 23:25:00,4408.72,8.95,TRADE
VIC1,2026/02/01 23:30:00,4420.02,16.18,TRADE
VIC1,2026/02/01 23:35:00,4367.1,8.95,TRADE
VIC1,2026/02/01 23:40:00,4343.87,8.95,TRADE
VIC1,2026/02/01 23:45:00,4350.89,8.95,TRADE
VIC1,2026/02/01 23:50:00,4348.96,8.95,TRADE
VIC1,2026/02/01 23:55:00,4308.09,8.95,TRADE
VIC1,2026/02/02 00:00:00,4248.9,8.95,TRADE
VIC1,2026/02/02 00:05:00,4270.18,8.95,TRADE
VIC1,2026/02/02 00:10:00,4223.75,8.95,TRADE
VIC1,2026/02/02 00:15:00,4288.28,12.91,TRADE
VIC1,2026/02/02 00:20:00,4278.43,10.05,TRADE
VIC1,2026/02/02 00:25:00,4238.22,8.95,TRADE
VIC1,2026/02/02 00:30:00,4162.45,8.95,TRADE
VIC1,2026/02/02 00:35:00,4149.95,8.95,TRADE
VIC1,2026/02/02 00:40:00,4196.1,14.21,TRADE
VIC1,2026/02/02 00:45:00,4158.82,12.71,TRADE
VIC1,2026/02/02 00:50:00,4086.94,8.95,TRADE
VIC1,2026/02/02 00:55:00,4111.38,8.95,TRADE
VIC1,2026/02/02 01:00:00,4094.86,8.95,TRADE
VIC1,2026/02/02 01:05:00,4128.41,16.18,TRADE
VIC1,2026/02/02 01:10:00,4125.52,16.18,TRADE
VIC1,2026/02/02 01:15:00,4020.06,8.95,TRADE
VIC1,2026/02/02 01:20:00,3996.05,8.95,TRADE
VIC1,2026/02/02 01:25:00,4036.39,8.95,TRADE
VIC1,2026/02/02 01:30:00,4058.53,8.95,TRADE
VIC1,2026/02/02 01:35:00,3969.87,8.95,TRADE
VIC1,2026/02/02 01:40:00,4021.35,8.95,TRADE
VIC1,2026/02/02 01:45:00,4010.04,8.95,TRADE
VIC1,2026/02/02 01:50:00,4007.86,8.95,TRADE
VIC1,2026/02/02 01:55:00,3909.45,8.95,TRADE
VIC1,2026/02/02 02:00:00,3874.71,8.95,TRADE
VIC1,2026/02/02 02:05:00,3923.39,8.95,TRADE
VIC1,2026/02/02 02:10:00,3890.31,8.95,TRADE
VIC1,2026/02/02 02:15:00,3855.93,8.95,TRADE
VIC1,2026/02/02 02:20:00,3895.57,8.95,TRADE
VIC1,2026/02/02 02:25:00,3871.17,8.95,TRADE
VIC1,2026/02/02 02:30:00,3848.61,8.95,TRADE
VIC1,2026/02/02 02:35:00,3876.64,8.95,TRADE
VIC1,2026/02/02 02:40:00,3937.65,9.63,TRADE
VIC1,2026/02/02 02:45:00,3934.84,8.95,TRADE
VIC1,2026/02/02 02:50:00,3866.97,8.95,TRADE
VIC1,2026/02/02 02:55:00,3922.11,8.95,TRADE
VIC1,2026/02/02 03:00:00,3930.89,8.95,TRADE
VIC1,2026/02/02 03:05:00,3882.17,8.95,TRADE
VIC1,2026/02/02 03:10:00,3904.51,8.95,TRADE
VIC1,2026/02/02 03:15:00,3909.33,8.95,TRADE
VIC1,2026/02/02 03:20:00,3979.7,9.65,TRADE
VIC1,2026/02/02 03:25:00,4003.27,9.70,TRADE
VIC1,2026/02/02 03:30:00,3923.24,8.95,TRADE
VIC1,2026/02/02 03:35:00,3947.57,8.95,TRADE
VIC1,2026/02/02 03:40:00,4024.56,12.71,TRADE
VIC1,2026/02/02 03:45:00,3974.1,9.74,TRADE
VIC1,2026/02/02 03:50:00,4012.56,12.71,TRADE
VIC1,2026/02/02 03:55:00,4106.91,20.04,TRADE
VIC1,2026/02/02 04:00:00,4146.73,40.53,TRADE
VIC1,2026/02/02 04:05:00,4181,12.71,TRADE
VIC1,2026/02/02 04:10:00,4219.51,12.71,TRADE
VIC1,2026/02/02 04:15:00,4189.73,12.71,TRADE
VIC1,2026/02/02 04:20:00,4204.09,12.71,TRADE
VIC1,2026/02/02 04:25:00,4225.48,12.71,TRADE
VIC1,2026/02/02 04:30:00,4262.87,8.95,TRADE
VIC1,2026/02/02 04:35:00,4354.37,55.32,TRADE
VIC1,2026/02/02 04:40:00,4422.69,28.87,TRADE
VIC1,2026/02/02 04:45:00,4434.61,8.95,TRADE
VIC1,2026/02/02 04:50:00,4466.55,55.56,TRADE
VIC1,2026/02/02 04:55:00,4458.23,29.69,TRADE
VIC1,2026/02/02 05:00:00,4551.91,29.69,TRADE
VIC1,2026/02/02 05:05:00,4580.56,29.69,TRADE
VIC1,2026/02/02 05:10:00,4640.62,29.69,TRADE
VIC1,2026/02/02 05:15:00,4704.98,29.69,TRADE
VIC1,2026/02/02 05:20:00,4710.24,29.67,TRADE
VIC1,2026/02/02 05:25:00,4792.78,29.69,TRADE
VIC1,2026/02/02 05:30:00,4858.28,55.56,TRADE
VIC1,2026/02/02 05:35:00,4852.76,29.69,TRADE
VIC1,2026/02/02 05:40:00,4875.2,29.69,TRADE
VIC1,2026/02/02 05:45:00,5001.46,55.56,TRADE
VIC1,2026/02/02 05:50:00,5007.73,55.56,TRADE
VIC1,2026/02/02 05:55:00,5049.74,65.56,TRADE
VIC1,2026/02/02 06:00:00,5099.61,65.56,TRADE
VIC1,2026/02/02 06:05:00,5097.74,55.58,TRADE
VIC1,2026/02/02 06:10:00,5214.01,66.23,TRADE
VIC1,2026/02/02 06:15:00,5175.65,55.32,TRADE
VIC1,2026/02/02 06:20:00,5311.69,55.32,TRADE
VIC1,2026/02/02 06:25:00,5253.78,55.56,TRADE
VIC1,2026/02/02 06:30:00,5240.1,37.03,TRADE
VIC1,2026/02/02 06:35:00,5249.31,33.23,TRADE
VIC1,2026/02/02 06:40:00,5201.81,29.69,TRADE
VIC1,2026/02/02 06:45:00,5186.34,29.67,TRADE
VIC1,2026/02/02 06:50:00,5145.13,31.54,TRADE
VIC1,2026/02/02 06:55:00,5232.07,29.69,TRADE
VIC1,2026/02/02 07:00:00,5204.36,12.70,TRADE
VIC1,2026/02/02 07:05:00,5140.47,13.79,TRADE
VIC1,2026/02/02 07:10:00,4992.46,13.69,TRADE
VIC1,2026/02/02 07:15:00,4937.39,-12.06,TRADE
VIC1,2026/02/02 07:20:00,4975.83,10.54,TRADE
VIC1,2026/02/02 07:25:00,4882.42,-6.75,TRADE
VIC1,2026/02/02 07:30:00,4719.6,-6.50,TRADE
VIC1,2026/02/02 07:35:00,4733.29,-6.75,TRADE
VIC1,2026/02/02 07:40:00,4589.47,-7.99,TRADE
VIC1,2026/02/02 07:45:00,4498.27,-7.25,TRADE
VIC1,2026/02/02 07:50:00,4420.21,-7.99,TRADE
VIC1,2026/02/02 07:55:00,4369.93,-7.99,TRADE
VIC1,2026/02/02 08:00:00,4287.55,-7.99,TRADE
VIC1,2026/02/02 08:05:00,4267.54,-6.76,TRADE
VIC1,2026/02/02 08:10:00,4215.71,-7.99,TRADE
VIC1,2026/02/02 08:15:00,4146.92,-7.99,TRADE
VIC1,2026/02/02 08:20:00,4074.05,-7.99,TRADE
VIC1,2026/02/02 08:25:00,3995.67,-12.06,TRADE
VIC1,2026/02/02 08:30:00,3997.6,-14.04,TRADE
VIC1,2026/02/02 08:35:00,3963.27,-14.04,TRADE
VIC1,2026/02/02 08:40:00,3870.14,-15.33,TRADE
VIC1,2026/02/02 08:45:00,3814.95,-14.04,TRADE
VIC1,2026/02/02 08:50:00,3702.02,-15.33,TRADE
VIC1,2026/02/02 08:55:00,3680.37,-13.94,TRADE
VIC1,2026/02/02 09:00:00,3570.71,-15.42,TRADE
VIC1,2026/02/02 09:05:00,3605.62,-14.04,TRADE
VIC1,2026/02/02 09:10:00,3460.39,-9.23,TRADE
VIC1,2026/02/02 09:15:00,3507.37,-9.23,TRADE
VIC1,2026/02/02 09:20:00,3352.73,-15.33,TRADE
VIC1,2026/02/02 09:25:00,3387.78,-14.04,TRADE
VIC1,2026/02/02 09:30:00,3268.36,-15.33,TRADE
VIC1,2026/02/02 09:35:00,3262.35,-13.40,TRADE
VIC1,2026/02/02 09:40:00,3252.72,-7.25,TRADE
VIC1,2026/02/02 09:45:00,3077.1,-13.21,TRADE
VIC1,2026/02/02 09:50:00,3103.49,-8,TRADE
VIC1,2026/02/02 09:55:00,2976.43,-15.33,TRADE
VIC1,2026/02/02 10:00:00,3048.61,-8,TRADE
VIC1,2026/02/02 10:05:00,2949.25,-15.33,TRADE
VIC1,2026/02/02 10:10:00,2999.11,-7.25,TRADE
VIC1,2026/02/02 10:15:00,2878.81,-15.33,TRADE
VIC1,2026/02/02 10:20:00,2944.78,-15.33,TRADE
VIC1,2026/02/02 10:25:00,2913.95,-15.33,TRADE
VIC1,2026/02/02 10:30:00,3007.85,-15.33,TRADE
VIC1,2026/02/02 10:35:00,2900.7,-9.23,TRADE
VIC1,2026/02/02 10:40:00,2878.64,-12.06,TRADE
VIC1,2026/02/02 10:45:00,2876.21,-15.33,TRADE
VIC1,2026/02/02 10:50:00,2824.76,-18.63,TRADE
VIC1,2026/02/02 10:55:00,2749.69,-15.33,TRADE
VIC1,2026/02/02 11:00:00,2717.31,-7.25,TRADE
VIC1,2026/02/02 11:05:00,2659.06,-8,TRADE
VIC1,2026/02/02 11:10:00,2661.24,-12.06,TRADE
VIC1,2026/02/02 11:15:00,2648.1,-9.69,TRADE
VIC1,2026/02/02 11:20:00,2660.13,-7.25,TRADE
VIC1,2026/02/02 11:25:00,2566.35,-13.69,TRADE
VIC1,2026/02/02 11:30:00,2591.36,-39.48,TRADE
VIC1,2026/02/02 11:35:00,2585.32,-17.19,TRADE
VIC1,2026/02/02 11:40:00,2574.39,-6.76,TRADE
VIC1,2026/02/02 11:45:00,2441.23,-8,TRADE
VIC1,2026/02/02 11:50:00,2381.56,-18.17,TRADE
VIC1,2026/02/02 11:55:00,2393.21,-20,TRADE
