REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2026/02/15 02:50:00,4001.46,36.67,TRADE
VIC1,2026/02/15 02:55:00,4035.69,36.69,TRADE
VIC1,2026/02/15 03:00:00,4012.54,36.69,TRADE
VIC1,2026/02/15 03:05:00,3945.73,36.67,TRADE
VIC1,2026/02/15 03:10:00,3934.46,36.67,TRADE
VIC1,2026/02/15 03:15:00,4002.14,36.67,TRADE
VIC1,2026/02/15 03:20:00,3960.55,36.67,TRADE
VIC1,2026/02/15 03:25:00,3938.46,36.67,TRADE
VIC1,2026/02/15 03:30:00,3979.63,36.67,TRADE
VIC1,2026/02/15 03:35:00,3984.01,36.67,TRADE
VIC1,2026/02/15 03:40:00,4024.49,36.67,TRADE
VIC1,2026/02/15 03:45:00,3937.26,36.67,TRADE
VIC1,2026/02/15 03:50:00,3945.58,36.67,TRADE
VIC1,2026/02/15 03:55:00,4008.96,36.69,TRADE
VIC1,2026/02/15 04:00:00,3981.51,36.67,TRADE
VIC1,2026/02/15 04:05:00,3944.32,30.31,TRADE
VIC1,2026/02/15 04:10:00,3962.74,30.52,TRADE
VIC1,2026/02/15 04:15:00,3977.96,31.41,TRADE
VIC1,2026/02/15 04:20:00,4032.4,35.94,TRADE
VIC1,2026/02/15 04:25:00,4036.74,35.94,TRADE
VIC1,2026/02/15 04:30:00,3950.56,34.50,TRADE
VIC1,2026/02/15 04:35:00,4009.33,31.68,TRADE
VIC1,2026/02/15 04:40:00,4030.52,35.94,TRADE
VIC1,2026/02/15 04:45:00,4030.72,35.94,TRADE
VIC1,2026/02/15 04:50:00,3965.17,29.98,TRADE
VIC1,2026/02/15 04:55:00,3969.14,35.94,TRADE
VIC1,2026/02/15 05:00:00,3972.61,30.17,TRADE
VIC1,2026/02/15 05:05:00,3937.44,36.67,TRADE
VIC1,2026/02/15 05:10:00,4070.45,34.51,TRADE
VIC1,2026/02/15 05:15:00,4054.66,36.67,TRADE
VIC1,2026/02/15 05:20:00,4021.06,35.94,TRADE
VIC1,2026/02/15 05:25:00,4113.04,36.67,TRADE
VIC1,2026/02/15 05:30:00,4100.67,36.67,TRADE
VIC1,2026/02/15 05:35:00,4147.55,36.69,TRADE
VIC1,2026/02/15 05:40:00,4143.41,36.67,TRADE
VIC1,2026/02/15 05:45:00,4072.53,35.94,TRADE
VIC1,2026/02/15 05:50:00,4047.92,36.67,TRADE
VIC1,2026/02/15 05:55:00,4081.74,34.74,TRADE
VIC1,2026/02/15 06:00:00,4075.68,34.51,TRADE
VIC1,2026/02/15 06:05:00,4108.57,34.71,TRADE
VIC1,2026/02/15 06:10:00,4130.86,30.70,TRADE
VIC1,2026/02/15 06:15:00,4144.66,29.89,TRADE
VIC1,2026/02/15 06:20:00,4137.76,35.94,TRADE
VIC1,2026/02/15 06:25:00,4146.7,30.34,TRADE
VIC1,2026/02/15 06:30:00,4127.19,30.50,TRADE
VIC1,2026/02/15 06:35:00,4062.23,19.18,TRADE
VIC1,2026/02/15 06:40:00,4036.45,30.01,TRADE
VIC1,2026/02/15 06:45:00,4069.88,12.71,TRADE
VIC1,2026/02/15 06:50:00,4033.33,10.43,TRADE
VIC1,2026/02/15 06:55:00,3923.84,0,TRADE
VIC1,2026/02/15 07:00:00,3909.91,8.95,TRADE
VIC1,2026/02/15 07:05:00,3917.27,0,TRADE
VIC1,2026/02/15 07:10:00,3891.85,0.99,TRADE
VIC1,2026/02/15 07:15:00,3861.38,0,TRADE
VIC1,2026/02/15 07:20:00,3791.27,-0.10,TRADE
VIC1,2026/02/15 07:25:00,3699.2,-0.10,TRADE
VIC1,2026/02/15 07:30:00,3760.22,0,TRADE
VIC1,2026/02/15 07:35:00,3658.62,-4.75,TRADE
VIC1,2026/02/15 07:40:00,3677.26,-6.76,TRADE
VIC1,2026/02/15 07:45:00,3610.02,-17.19,TRADE
VIC1,2026/02/15 07:50:00,3686.74,-3.91,TRADE
VIC1,2026/02/15 07:55:00,3597.82,-6.76,TRADE
VIC1,2026/02/15 08:00:00,3585.05,-6.76,TRADE
VIC1,2026/02/15 08:05:00,3455.81,-6.76,TRADE
VIC1,2026/02/15 08:10:00,3516.39,-6.76,TRADE
VIC1,2026/02/15 08:15:00,3468.99,-6.76,TRADE
VIC1,2026/02/15 08:20:00,3390.7,-6.76,TRADE
VIC1,2026/02/15 08:25:00,3374.58,0.01,TRADE
VIC1,2026/02/15 08:30:00,3320.64,-4.25,TRADE
VIC1,2026/02/15 08:35:00,3234.95,-4.75,TRADE
VIC1,2026/02/15 08:40:00,3262.21,-4.25,TRADE
VIC1,2026/02/15 08:45:00,3229.21,-4.75,TRADE
VIC1,2026/02/15 08:50:00,3166.94,-4.75,TRADE
VIC1,2026/02/15 08:55:00,3140.76,-0.10,TRADE
VIC1,2026/02/15 09:00:00,3021.87,-4.75,TRADE
VIC1,2026/02/15 09:05:00,3003.12,-4.75,TRADE
VIC1,2026/02/15 09:10:00,2987.65,-4.75,TRADE
VIC1,2026/02/15 09:15:00,2965.82,-4.25,TRADE
VIC1,2026/02/15 09:20:00,2954.39,-5,TRADE
VIC1,2026/02/15 09:25:00,2941.66,-7.25,TRADE
VIC1,2026/02/15 09:30:00,2854.53,-4.25,TRADE
VIC1,2026/02/15 09:35:00,2784.66,-6.76,TRADE
VIC1,2026/02/15 09:40:00,2798.16,-7.25,TRADE
VIC1,2026/02/15 09:45:00,2772.59,-7.25,TRADE
VIC1,2026/02/15 09:50:00,2760.4,-6.76,TRADE
VIC1,2026/02/15 09:55:00,2758.24,-6.76,TRADE
VIC1,2026/02/15 10:00:00,2667.8,-7.25,TRADE
VIC1,2026/02/15 10:05:00,2631.78,-9.04,TRADE
VIC1,2026/02/15 10:10:00,2714.48,-8.85,TRADE
VIC1,2026/02/15 10:15:00,2761.61,-7.25,TRADE
VIC1,2026/02/15 10:20:00,2704.83,-6.01,TRADE
VIC1,2026/02/15 10:25:00,2690.49,-6.01,TRADE
VIC1,2026/02/15 10:30:00,2673.02,-7.25,TRADE
VIC1,2026/02/15 10:35:00,2645.69,-7.25,TRADE
VIC1,2026/02/15 10:40:00,2642.27,-7.25,TRADE
VIC1,2026/02/15 10:45:00,2586.92,-4.75,TRADE
VIC1,2026/02/15 10:50:00,2515.26,-4.75,TRADE
VIC1,2026/02/15 10:55:00,2552.7,-6.01,TRADE
VIC1,2026/02/15 11:00:00,2551.49,-9.04,TRADE
VIC1,2026/02/15 11:05:00,2613.92,-7.25,TRADE
VIC1,2026/02/15 11:10:00,2489.08,-9.18,TRADE
VIC1,2026/02/15 11:15:00,2574.38,-6.76,TRADE
VIC1,2026/02/15 11:20:00,2531.61,-9.04,TRADE
VIC1,2026/02/15 11:25:00,2575.85,-6.50,TRADE
VIC1,2026/02/15 11:30:00,2561.61,-6.76,TRADE
VIC1,2026/02/15 11:35:00,2493.02,-16.69,TRADE
VIC1,2026/02/15 11:40:00,2553.86,-7.25,TRADE
VIC1,2026/02/15 11:45:00,2548.28,-7.62,TRADE
VIC1,2026/02/15 11:50:00,2591.45,-7.25,TRADE
VIC1,2026/02/15 11:55:00,2588.12,-14.75,TRADE
VIC1,2026/02/15 12:00:00,2615.74,-7.25,TRADE
VIC1,2026/02/15 12:05:00,2678.86,-6.76,TRADE
VIC1,2026/02/15 12:10:00,2661.07,-6.76,TRADE
VIC1,2026/02/15 12:15:00,2675.67,-4.75,TRADE
VIC1,2026/02/15 12:20:00,2714.55,-4.25,TRADE
VIC1,2026/02/15 12:25:00,2639.14,-7.25,TRADE
VIC1,2026/02/15 12:30:00,2751.79,-4.85,TRADE
VIC1,2026/02/15 12:35:00,2728.29,-4.75,TRADE
VIC1,2026/02/15 12:40:00,2779.27,-4.45,TRADE
VIC1,2026/02/15 12:45:00,2807.73,-4.75,TRADE
VIC1,2026/02/15 12:50:00,2878.09,-4.94,TRADE
VIC1,2026/02/15 12:55:00,2908.81,-7.25,TRADE
VIC1,2026/02/15 13:00:00,2856.81,-4.75,TRADE
VIC1,2026/02/15 13:05:00,2952.9,-3.20,TRADE
VIC1,2026/02/15 13:10:00,2951.83,-4.96,TRADE
VIC1,2026/02/15 13:15:00,3006.98,-4.45,TRADE
VIC1,2026/02/15 13:20:00,2949.07,-4.45,TRADE
VIC1,2026/02/15 13:25:00,3041.81,-4.45,TRADE
VIC1,2026/02/15 13:30:00,3052.47,-4.45,TRADE
VIC1,2026/02/15 13:35:00,3066.82,-3.20,TRADE
VIC1,2026/02/15 13:40:00,3153.67,-0.10,TRADE
VIC1,2026/02/15 13:45:00,3164.22,-4.25,TRADE
VIC1,2026/02/15 13:50:00,3230.6,-0.10,TRADE
VIC1,2026/02/15 13:55:00,3241.82,-4.75,TRADE
VIC1,2026/02/15 14:00:00,3276.19,-4.75,TRADE
VIC1,2026/02/15 14:05:00,3318.63,-5.21,TRADE
VIC1,2026/02/15 14:10:00,3360.32,-0.10,TRADE
VIC1,2026/02/15 14:15:00,3386.67,-4.63,TRADE
VIC1,2026/02/15 14:20:00,3430,-4.56,TRADE
VIC1,2026/02/15 14:25:00,3561.81,-14.75,TRADE
VIC1,2026/02/15 14:30:00,3609.94,-5.50,TRADE
VIC1,2026/02/15 14:35:00,3587.03,-6.76,TRADE
VIC1,2026/02/15 14:40:00,3738.64,-5.56,TRADE
VIC1,2026/02/15 14:45:00,3808.54,-5.57,TRADE
VIC1,2026/02/15 14:50:00,3884.85,-5.62,TRADE
VIC1,2026/02/15 14:55:00,3928.06,-4.13,TRADE
VIC1,2026/02/15 15:00:00,3899.82,-4.25,TRADE
VIC1,2026/02/15 15:05:00,4002.66,-3.68,TRADE
VIC1,2026/02/15 15:10:00,4023.69,-3.65,TRADE
VIC1,2026/02/15 15:15:00,4177.39,-1.90,TRADE
VIC1,2026/02/15 15:20:00,4242.38,-0.10,TRADE
VIC1,2026/02/15 15:25:00,4255.53,-4.08,TRADE
VIC1,2026/02/15 15:30:00,4402.34,-0.10,TRADE
VIC1,2026/02/15 15:35:00,4450.56,-3.68,TRADE
VIC1,2026/02/15 15:40:00,4553.9,-0.10,TRADE
VIC1,2026/02/15 15:45:00,4625.09,-0.10,TRADE
VIC1,2026/02/15 15:50:00,4695.43,0.01,TRADE
VIC1,2026/02/15 15:55:00,4692.76,1.63,TRADE
VIC1,2026/02/15 16:00:00,4857.39,1.64,TRADE
VIC1,2026/02/15 16:05:00,4876.5,5.44,TRADE
VIC1,2026/02/15 16:10:00,4865.65,0.01,TRADE
VIC1,2026/02/15 16:15:00,4993.45,1,TRADE
VIC1,2026/02/15 16:20:00,5054.45,8.95,TRADE
VIC1,2026/02/15 16:25:00,5143.05,0.01,TRADE
VIC1,2026/02/15 16:30:00,5263.44,8.95,TRADE
VIC1,2026/02/15 16:35:00,5300.07,0.01,TRADE
VIC1,2026/02/15 16:40:00,5405.19,0.98,TRADE
VIC1,2026/02/15 16:45:00,5508.48,0.98,TRADE
VIC1,2026/02/15 16:50:00,5515.71,0.56,TRADE
VIC1,2026/02/15 16:55:00,5661.38,8.88,TRADE
VIC1,2026/02/15 17:00:00,5749.39,18.14,TRADE
VIC1,2026/02/15 17:05:00,5879.33,12.75,TRADE
VIC1,2026/02/15 17:10:00,5878.47,12.79,TRADE
VIC1,2026/02/15 17:15:00,6018.59,27.09,TRADE
VIC1,2026/02/15 17:20:00,5997.73,36,TRADE
VIC1,2026/02/15 17:25:00,6161.77,12.71,TRADE
VIC1,2026/02/15 17:30:00,6217.45,36.67,TRADE
VIC1,2026/02/15 17:35:00,6300.38,46.46,TRADE
VIC1,2026/02/15 17:40:00,6366.09,46.08,TRADE
VIC1,2026/02/15 17:45:00,6331.03,55.56,TRADE
VIC1,2026/02/15 17:50:00,6358.22,55.68,TRADE
VIC1,2026/02/15 17:55:00,6402.43,55.56,TRADE
VIC1,2026/02/15 18:00:00,6490.16,54.74,TRADE
VIC1,2026/02/15 18:05:00,6521.5,54.90,TRADE
VIC1,2026/02/15 18:10:00,6498.55,56.50,TRADE
VIC1,2026/02/15 18:15:00,6540.53,56.50,TRADE
VIC1,2026/02/15 18:20:00,6497.48,56.50,TRADE
VIC1,2026/02/15 18:25:00,6544.99,56.50,TRADE
VIC1,2026/02/15 18:30:00,6510.9,54.86,TRADE
VIC1,2026/02/15 18:35:00,6589.89,56.50,TRADE
VIC1,2026/02/15 18:40:00,6486.92,61.91,TRADE
VIC1,2026/02/15 18:45:00,6542.45,70.13,TRADE
VIC1,2026/02/15 18:50:00,6493.21,56.50,TRADE
VIC1,2026/02/15 18:55:00,6506.7,60.86,TRADE
VIC1,2026/02/15 19:00:00,6536.17,69.95,TRADE
VIC1,2026/02/15 19:05:00,6432.18,56.50,TRADE
VIC1,2026/02/15 19:10:00,6431.58,63.84,TRADE
VIC1,2026/02/15 19:15:00,6404.67,56.50,TRADE
VIC1,2026/02/15 19:20:00,6320.52,56.50,TRADE
VIC1,2026/02/15 19:25:00,6270.88,56.50,TRADE
VIC1,2026/02/15 19:30:00,6266.76,58.02,TRADE
VIC1,2026/02/15 19:35:00,6216.28,56.50,TRADE
VIC1,2026/02/15 19:40:00,6183.15,56.50,TRADE
VIC1,2026/02/15 19:45:00,6167.75,56.87,TRADE
VIC1,2026/02/15 19:50:00,6208.74,56.50,TRADE
VIC1,2026/02/15 19:55:00,6192.88,56.50,TRADE
VIC1,2026/02/15 20:00:00,6160.82,56.50,TRADE
VIC1,2026/02/15 20:05:00,6138.14,56.08,TRADE
VIC1,2026/02/15 20:10:00,6134.19,55.34,TRADE
VIC1,2026/02/15 20:15:00,6108.83,55.64,TRADE
VIC1,2026/02/15 20:20:00,5961,54.82,TRADE
VIC1,2026/02/15 20:25:00,5936.23,55.96,TRADE
VIC1,2026/02/15 20:30:00,5941.07,56.50,TRADE
VIC1,2026/02/15 20:35:00,5837.57,56.50,TRADE
VIC1,2026/02/15 20:40:00,5851.02,56.50,TRADE
VIC1,2026/02/15 20:45:00,5804.37,56.50,TRADE
VIC1,2026/02/15 20:50:00,5715.61,55.34,TRADE
VIC1,2026/02/15 20:55:00,5719.88,56.02,TRADE
VIC1,2026/02/15 21:00:00,5656.28,54.22,TRADE
VIC1,2026/02/15 21:05:00,5625.27,56.29,TRADE
VIC1,2026/02/15 21:10:00,5565.77,53.29,TRADE
VIC1,2026/02/15 21:15:00,5468.46,55.01,TRADE
VIC1,2026/02/15 21:20:00,5404.67,52.34,TRADE
VIC1,2026/02/15 21:25:00,5381.66,53.73,TRADE
VIC1,2026/02/15 21:30:00,5379.51,50.19,TRADE
VIC1,2026/02/15 21:35:00,5284.26,50.91,TRADE
VIC1,2026/02/15 21:40:00,5312.06,55.32,TRADE
VIC1,2026/02/15 21:45:00,5217.74,55.32,TRADE
VIC1,2026/02/15 21:50:00,5136.67,35.94,TRADE
VIC1,2026/02/15 21:55:00,5021.69,50.27,TRADE
VIC1,2026/02/15 22:00:00,5049.05,55.32,TRADE
VIC1,2026/02/15 22:05:00,5000.13,54.82,TRADE
VIC1,2026/02/15 22:10:00,4943.3,54.50,TRADE
VIC1,2026/02/15 22:15:00,4958.37,50.46,TRADE
VIC1,2026/02/15 22:20:00,5027.85,50.78,TRADE
VIC1,2026/02/15 22:25:00,5008.76,43.96,TRADE
VIC1,2026/02/15 22:30:00,4935.27,49.53,TRADE
VIC1,2026/02/15 22:35:00,4933,35.94,TRADE
VIC1,2026/02/15 22:40:00,4902.03,35.94,TRADE
VIC1,2026/02/15 22:45:00,4860.9,34.94,TRADE
VIC1,2026/02/15 22:50:00,4801.32,19.18,TRADE
VIC1,2026/02/15 22:55:00,4850.6,19.18,TRADE
VIC1,2026/02/15 23:00:00,4755.1,18.18,TRADE
VIC1,2026/02/15 23:05:00,4777.38,19.18,TRADE
VIC1,2026/02/15 23:10:00,4961.64,49.53,TRADE
VIC1,2026/02/15 23:15:00,5015.66,22.52,TRADE
VIC1,2026/02/15 23:20:00,4951.97,19.18,TRADE
VIC1,2026/02/15 23:25:00,4953.12,18.22,TRADE
VIC1,2026/02/15 23:30:00,4939.29,19.18,TRADE
VIC1,2026/02/15 23:35:00,4973.13,19.18,TRADE
VIC1,2026/02/15 23:40:00,4913.59,19.18,TRADE
VIC1,2026/02/15 23:45:00,4806.04,16.37,TRADE
VIC1,2026/02/15 23:50:00,4762.52,12.71,TRADE
VIC1,2026/02/15 23:55:00,4777.95,19.18,TRADE
VIC1,2026/02/16 00:00:00,4648.64,12.71,TRADE
VIC1,2026/02/16 00:05:00,4712.54,19.18,TRADE
VIC1,2026/02/16 00:10:00,4661.12,19.18,TRADE
VIC1,2026/02/16 00:15:00,4646.01,25.88,TRADE
VIC1,2026/02/16 00:20:00,4641.97,19.18,TRADE
VIC1,2026/02/16 00:25:00,4622.72,19.18,TRADE
VIC1,2026/02/16 00:30:00,4511.88,19.18,TRADE
VIC1,2026/02/16 00:35:00,4495.87,19.18,TRADE
VIC1,2026/02/16 00:40:00,4551.01,19.18,TRADE
VIC1,2026/02/16 00:45:00,4534.19,19.18,TRADE
VIC1,2026/02/16 00:50:00,4434.8,19.18,TRADE
VIC1,2026/02/16 00:55:00,4476.32,19.18,TRADE
VIC1,2026/02/16 01:00:00,4463.42,19.18,TRADE
VIC1,2026/02/16 01:05:00,4464.13,20.19,TRADE
VIC1,2026/02/16 01:10:00,4448.12,19.18,TRADE
VIC1,2026/02/16 01:15:00,4361.37,19.18,TRADE
VIC1,2026/02/16 01:20:00,4347.17,19.18,TRADE
VIC1,2026/02/16 01:25:00,4390.59,19.18,TRADE
VIC1,2026/02/16 01:30:00,4378.78,19.18,TRADE
VIC1,2026/02/16 01:35:00,4335.3,18.78,TRADE
VIC1,2026/02/16 01:40:00,4296.05,19.18,TRADE
VIC1,2026/02/16 01:45:00,4248.17,18.50,TRADE
VIC1,2026/02/16 01:50:00,4135.35,12.71,TRADE
VIC1,2026/02/16 01:55:00,4111.05,19.18,TRADE
VIC1,2026/02/16 02:00:00,4183.47,19.37,TRADE
VIC1,2026/02/16 02:05:00,4132.98,13.62,TRADE
VIC1,2026/02/16 02:10:00,4128.15,13.41,TRADE
VIC1,2026/02/16 02:15:00,4121.29,16.23,TRADE
VIC1,2026/02/16 02:20:00,4134.61,17.85,TRADE
VIC1,2026/02/16 02:25:00,4197.71,19.18,TRADE
VIC1,2026/02/16 02:30:00,4187.56,19.18,TRADE
VIC1,2026/02/16 02:35:00,4098.09,19.18,TRADE
VIC1,2026/02/16 02:40:00,4183.77,21.21,TRADE
VIC1,2026/02/16 02:45:00,4161.45,19.18,TRADE
VIC1,2026/02/16 02:50:00,4188.76,19.18,TRADE
VIC1,2026/02/16 02:55:00,4178.57,19.18,TRADE
VIC1,2026/02/16 03:00:00,4098.61,19.18,TRADE
VIC1,2026/02/16 03:05:00,4107.54,19.18,TRADE
VIC1,2026/02/16 03:10:00,4124.53,19.18,TRADE
VIC1,2026/02/16 03:15:00,4120.68,19.18,TRADE
VIC1,2026/02/16 03:20:00,4141.51,19.18,TRADE
VIC1,2026/02/16 03:25:00,4181.85,19.18,TRADE
VIC1,2026/02/16 03:30:00,4195.48,22.99,TRADE
VIC1,2026/02/16 03:35:00,4124.89,13.17,TRADE
VIC1,2026/02/16 03:40:00,4197.3,19.18,TRADE
VIC1,2026/02/16 03:45:00,4233.99,19.18,TRADE
VIC1,2026/02/16 03:50:00,4225.45,19.18,TRADE
VIC1,2026/02/16 03:55:00,4214.87,19.18,TRADE
VIC1,2026/02/16 04:00:00,4159.3,19.18,TRADE
VIC1,2026/02/16 04:05:00,4257.06,30.24,TRADE
VIC1,2026/02/16 04:10:00,4326.48,35.94,TRADE
VIC1,2026/02/16 04:15:00,4292.46,35.94,TRADE
VIC1,2026/02/16 04:20:00,4367.73,35.94,TRADE
VIC1,2026/02/16 04:25:00,4383.8,35.94,TRADE
VIC1,2026/02/16 04:30:00,4408.94,35.94,TRADE
VIC1,2026/02/16 04:35:00,4437.53,35.94,TRADE
VIC1,2026/02/16 04:40:00,4402.15,35.94,TRADE
VIC1,2026/02/16 04:45:00,4436.27,35.94,TRADE
VIC1,2026/02/16 04:50:00,4499.03,35.94,TRADE
VIC1,2026/02/16 04:55:00,4587.12,36.77,TRADE
VIC1,2026/02/16 05:00:00,4523.77,35.94,TRADE
VIC1,2026/02/16 05:05:00,4560.06,35.94,TRADE
VIC1,2026/02/16 05:10:00,4641.58,48.03,TRADE
VIC1,2026/02/16 05:15:00,4782.6,48.72,TRADE
VIC1,2026/02/16 05:20:00,4857.05,55.53,TRADE
VIC1,2026/02/16 05:25:00,4906.79,54.78,TRADE
VIC1,2026/02/16 05:30:00,4839.19,55.56,TRADE
VIC1,2026/02/16 05:35:00,4916.69,47.09,TRADE
VIC1,2026/02/16 05:40:00,5058.56,49.21,TRADE
VIC1,2026/02/16 05:45:00,5108.29,49.62,TRADE
VIC1,2026/02/16 05:50:00,5109.03,49.61,TRADE
VIC1,2026/02/16 05:55:00,5154.89,50.05,TRADE
VIC1,2026/02/16 06:00:00,5199.4,49.76,TRADE
VIC1,2026/02/16 06:05:00,5222.79,49.72,TRADE
VIC1,2026/02/16 06:10:00,5320.3,55.56,TRADE
VIC1,2026/02/16 06:15:00,5284.92,55.07,TRADE
VIC1,2026/02/16 06:20:00,5364.72,55.22,TRADE
VIC1,2026/02/16 06:25:00,5333.4,54.86,TRADE
VIC1,2026/02/16 06:30:00,5386.13,50.79,TRADE
VIC1,2026/02/16 06:35:00,5411.31,35.94,TRADE
VIC1,2026/02/16 06:40:00,5342.32,35.93,TRADE
VIC1,2026/02/16 06:45:00,5438.59,35.94,TRADE
VIC1,2026/02/16 06:50:00,5418.64,19.37,TRADE
VIC1,2026/02/16 06:55:00,5423.32,19.37,TRADE
VIC1,2026/02/16 07:00:00,5308.56,12.71,TRADE
VIC1,2026/02/16 07:05:00,5294.78,12.71,TRADE
VIC1,2026/02/16 07:10:00,5255.16,-4.56,TRADE
VIC1,2026/02/16 07:15:00,5267.04,0.67,TRADE
VIC1,2026/02/16 07:20:00,5187.86,1.26,TRADE
VIC1,2026/02/16 07:25:00,5233.31,-3.59,TRADE
VIC1,2026/02/16 07:30:00,5186.34,0.01,TRADE
VIC1,2026/02/16 07:35:00,5097.71,1.67,TRADE
VIC1,2026/02/16 07:40:00,5081.23,1.11,TRADE
VIC1,2026/02/16 07:45:00,4983.29,0.01,TRADE
VIC1,2026/02/16 07:50:00,4955.29,0,TRADE
VIC1,2026/02/16 07:55:00,5019.79,0.70,TRADE
VIC1,2026/02/16 08:00:00,4976.84,0.01,TRADE
VIC1,2026/02/16 08:05:00,4889.59,0,TRADE
VIC1,2026/02/16 08:10:00,4960.95,1.12,TRADE
VIC1,2026/02/16 08:15:00,4956.83,1.12,TRADE
VIC1,2026/02/16 08:20:00,4889.24,1.26,TRADE
VIC1,2026/02/16 08:25:00,4813.68,9.67,TRADE
VIC1,2026/02/16 08:30:00,4748.17,0.01,TRADE
VIC1,2026/02/16 08:35:00,4742.23,0.01,TRADE
VIC1,2026/02/16 08:40:00,4633.98,-0.10,TRADE
VIC1,2026/02/16 08:45:00,4600.99,1.12,TRADE
VIC1,2026/02/16 08:50:00,4346.86,-3.78,TRADE
VIC1,2026/02/16 08:55:00,4194.31,-6.01,TRADE
VIC1,2026/02/16 09:00:00,4095.65,-6.03,TRADE
VIC1,2026/02/16 09:05:00,4559.51,7.47,TRADE
VIC1,2026/02/16 09:10:00,4568.77,0.01,TRADE
VIC1,2026/02/16 09:15:00,4550.54,0.01,TRADE
VIC1,2026/02/16 09:20:00,4520.11,0.76,TRADE
VIC1,2026/02/16 09:25:00,4403.89,0,TRADE
VIC1,2026/02/16 09:30:00,4369.8,1.26,TRADE
VIC1,2026/02/16 09:35:00,4377.7,1.12,TRADE
VIC1,2026/02/16 09:40:00,4386.47,1.11,TRADE
VIC1,2026/02/16 09:45:00,4281.81,1.26,TRADE
VIC1,2026/02/16 09:50:00,4275.13,0.01,TRADE
VIC1,2026/02/16 09:55:00,4335.52,1.26,TRADE
VIC1,2026/02/16 10:00:00,4273.58,0.70,TRADE
VIC1,2026/02/16 10:05:00,4251.94,1.19,TRADE
VIC1,2026/02/16 10:10:00,4294.28,0.75,TRADE
VIC1,2026/02/16 10:15:00,4179.37,0.71,TRADE
VIC1,2026/02/16 10:20:00,4186.4,1.26,TRADE
VIC1,2026/02/16 10:25:00,4151.6,0.73,TRADE
VIC1,2026/02/16 10:30:00,4152.73,0.69,TRADE
VIC1,2026/02/16 10:35:00,4206.67,0.71,TRADE
VIC1,2026/02/16 10:40:00,4209.72,0.73,TRADE
VIC1,2026/02/16 10:45:00,4140.59,0,TRADE
VIC1,2026/02/16 10:50:00,4159.87,0,TRADE
VIC1,2026/02/16 10:55:00,4219.95,0.72,TRADE
VIC1,2026/02/16 11:00:00,4267.71,0.52,TRADE
VIC1,2026/02/16 11:05:00,4268.03,0,TRADE
VIC1,2026/02/16 11:10:00,4312.31,0.05,TRADE
VIC1,2026/02/16 11:15:00,4238.03,0.55,TRADE
VIC1,2026/02/16 11:20:00,4271.57,0,TRADE
VIC1,2026/02/16 11:25:00,4325.03,0.55,TRADE
VIC1,2026/02/16 11:30:00,4294.57,0.50,TRADE
VIC1,2026/02/16 11:35:00,4385.59,0.69,TRADE
VIC1,2026/02/16 11:40:00,4348.43,0.75,TRADE
VIC1,2026/02/16 11:45:00,4364.4,0.02,TRADE
VIC1,2026/02/16 11:50:00,4417.7,0.76,TRADE
VIC1,2026/02/16 11:55:00,4487.14,0.76,TRADE
VIC1,2026/02/16 12:00:00,4535.23,0.77,TRADE
VIC1,2026/02/16 12:05:00,4612.64,7.47,TRADE
VIC1,2026/02/16 12:10:00,4554.34,0,TRADE
VIC1,2026/02/16 12:15:00,4585.82,7.47,TRADE
VIC1,2026/02/16 12:20:00,4685.1,9.67,TRADE
VIC1,2026/02/16 12:25:00,4722.79,12.71,TRADE
VIC1,2026/02/16 12:30:00,4822.18,21.17,TRADE
VIC1,2026/02/16 12:35:00,4871.03,24.94,TRADE
VIC1,2026/02/16 12:40:00,4835.05,25.23,TRADE
VIC1,2026/02/16 12:45:00,4961.3,33.89,TRADE
VIC1,2026/02/16 12:50:00,4954.88,10.37,TRADE
VIC1,2026/02/16 12:55:00,5087.5,27.50,TRADE
VIC1,2026/02/16 13:00:00,5154.21,25.37,TRADE
VIC1,2026/02/16 13:05:00,5139.74,25.17,TRADE
VIC1,2026/02/16 13:10:00,5254.8,35.96,TRADE
VIC1,2026/02/16 13:15:00,5370.08,55.56,TRADE
VIC1,2026/02/16 13:20:00,5460.43,33.89,TRADE
VIC1,2026/02/16 13:25:00,5464.7,29.01,TRADE
VIC1,2026/02/16 13:30:00,5563.32,34.80,TRADE
VIC1,2026/02/16 13:35:00,5624.48,31.57,TRADE
VIC1,2026/02/16 13:40:00,5648.14,51.01,TRADE
VIC1,2026/02/16 13:45:00,5608.52,34.80,TRADE
VIC1,2026/02/16 13:50:00,5687.48,35.94,TRADE
VIC1,2026/02/16 13:55:00,5785.04,59.43,TRADE
VIC1,2026/02/16 14:00:00,5862.02,80.72,TRADE
VIC1,2026/02/16 14:05:00,5908.92,55.56,TRADE
VIC1,2026/02/16 14:10:00,5871.24,55.57,TRADE
VIC1,2026/02/16 14:15:00,5944.4,60.27,TRADE
VIC1,2026/02/16 14:20:00,6013.02,108.68,TRADE
VIC1,2026/02/16 14:25:00,6004.92,60.27,TRADE
VIC1,2026/02/16 14:30:00,6160.33,79.72,TRADE
VIC1,2026/02/16 14:35:00,6237.6,90,TRADE
VIC1,2026/02/16 14:40:00,6283.36,54.91,TRADE
VIC1,2026/02/16 14:45:00,6381.43,126.49,TRADE
VIC1,2026/02/16 14:50:00,6536.26,90,TRADE
VIC1,2026/02/16 14:55:00,6570.59,67.53,TRADE
